user_id,item_id,rating
1,33643,5
1,35829,5
1,36668,5
1,37494,5
1,39476,5
1,40272,5
1,15295,5
1,32707,5
1,17182,5
1,19975,5
1,14295,5
1,36400,5
1,8653,5
1,8825,5
1,8794,5
1,12536,5
1,1279,5
1,39814,5
1,28718,5
1,16623,5
1,1278,5
1,40329,5
1,33877,5
1,31998,5
1,25363,5
1,31981,5
1,16440,5
1,2011,5
1,26237,5
1,8740,5
1,11427,5
1,34699,5
1,8974,5
1,8753,5
1,39098,5
1,8973,5
1,41623,5
1,39764,5
1,38286,5
1,40328,5
1,38321,5
1,38333,5
1,38296,5
1,36082,5
1,39703,5
1,26947,5
1,28786,5
1,12730,5
1,7693,5
1,32832,5
1,28751,5
1,31747,5
1,14614,5
1,2499,5
1,38222,5
1,8967,5
1,20914,5
1,37552,5
1,37784,5
1,20668,5
1,28130,5
1,17384,5
1,17405,5
1,29313,5
1,2351,5
1,2355,5
1,4918,5
1,25704,5
1,11429,5
1,2161,5
1,37913,5
1,3612,5
1,3956,5
1,19223,4
1,5320,4
1,32833,5
1,2148,5
1,36084,5
1,8248,5
1,39381,5
1,39543,5
1,25362,5
1,32064,5
1,634,5
1,32831,5
1,32835,5
1,32836,5
1,11426,5
1,32066,5
1,39586,5
1,33878,5
1,37625,5
1,38426,5
1,41106,5
1,5420,5
1,5422,5
1,505,5
1,14057,5
1,17523,5
1,4915,5
1,7673,5
1,4916,5
1,33639,5
1,31440,5
1,1909,5
1,17455,5
1,2249,5
1,39434,5
1,42373,5
1,22602,5
1,17246,5
1,38833,5
1,22093,5
1,41861,5
1,20280,5
1,22096,5
1,204,5
1,2956,5
1,11259,5
1,12951,5
2,38938,5
2,31639,5
2,18437,4
2,48403,4
2,20819,5
2,18504,5
2,20825,4
2,38937,4
2,48554,4
2,25130,4
2,23263,4
2,17705,4
2,17681,4
2,25127,4
2,17672,4
2,30603,5
2,18436,4
2,29586,5
2,20822,5
2,38936,4
2,20823,4
2,17673,4
2,23216,4
2,24751,4
2,2265,5
2,18422,5
2,23115,4
2,25126,4
2,41885,5
2,13677,4
2,20927,3
2,20623,4
2,17577,3
2,38939,4
2,19147,5
2,25188,5
2,25196,5
2,49145,5
2,8492,2
2,25192,4
2,4759,5
2,14236,5
2,42737,5
2,12942,5
2,25184,5
2,13678,5
2,24437,5
2,25180,5
2,30604,5
2,17687,4
2,18460,4
2,18452,4
2,7173,5
2,20827,3
2,18449,4
2,47299,4
2,17714,5
2,20829,5
2,23323,4
2,17677,4
2,5866,5
2,19117,5
2,41286,5
2,14191,5
2,47016,5
2,35810,4
2,40192,4
2,14208,5
2,4602,4
2,18409,5
2,35493,5
2,4477,5
2,19112,5
2,17163,3
2,4802,5
2,24047,5
2,29560,5
2,22099,2
2,15142,5
2,35073,5
2,930,1
2,14197,5
2,35492,5
2,4991,5
2,14149,5
2,40155,5
2,16484,5
2,14156,5
2,10542,5
2,33092,1
2,8505,1
2,4970,4
2,27968,5
2,5069,4
2,45798,5
2,17631,5
2,1535,5
2,15517,4
2,30987,4
2,10897,5
2,8996,5
2,43086,5
2,6593,5
2,41740,5
2,39247,5
2,36390,5
2,41405,5
2,30921,5
2,15687,5
2,37718,4
2,10511,5
2,41289,5
2,25874,5
2,38481,5
2,45884,4
2,30918,5
